#  STM32U5A5  This was auto-generated by make-af-csv.py
Port ,Pin ,AF0                         ,AF1                 ,AF2                           ,AF3                                       ,AF4                          ,AF5                                  ,AF6               ,AF7                 ,AF8                   ,AF9       ,AF10                      ,AF11            ,AF12                      ,AF13                    ,AF14                  ,AF15    ,ADC                 ,SYS
PortB,PB10,                            ,TIM2_CH3            ,LPTIM3_CH1                    ,I2C4_SCL                                  ,I2C2_SCL                     ,SPI2_SCK                             ,                  ,USART3_TX           ,LPUART1_RX            ,TSC_SYNC  ,OCTOSPIM_P1_CLK           ,                ,COMP1_OUT                 ,SAI1_SCK_A              ,                      ,EVENTOUT,                    ,PWR_WKUP8
PortB,PB11,                            ,TIM2_CH4            ,                              ,I2C4_SDA                                  ,I2C2_SDA                     ,SPI2_RDY                             ,                  ,USART3_RX           ,LPUART1_TX            ,          ,OCTOSPIM_P1_NCS           ,                ,COMP2_OUT                 ,                        ,                      ,EVENTOUT,                    ,
PortB,PB12,                            ,TIM1_BKIN           ,I2C6_SMBA                     ,                                          ,I2C2_SMBA                    ,SPI2_NSS                             ,MDF1_SDI1         ,USART3_CK           ,LPUART1_RTS/LPUART1_DE,TSC_G1_IO1,OCTOSPIM_P1_NCLK          ,                ,                          ,SAI2_FS_A               ,TIM15_BKIN            ,EVENTOUT,                    ,
PortB,PB13,                            ,TIM1_CH1N           ,LPTIM3_IN1                    ,                                          ,I2C2_SCL                     ,SPI2_SCK                             ,MDF1_CKI1         ,USART3_CTS          ,LPUART1_CTS           ,TSC_G1_IO2,                          ,                ,                          ,SAI2_SCK_A              ,TIM15_CH1N            ,EVENTOUT,                    ,
PortB,PB14,                            ,TIM1_CH2N           ,LPTIM3_ETR                    ,TIM8_CH2N                                 ,I2C2_SDA                     ,SPI2_MISO                            ,MDF1_SDI2         ,USART3_RTS/USART3_DE,                      ,TSC_G1_IO3,                          ,                ,SDMMC2_D0                 ,SAI2_MCLK_A             ,TIM15_CH1             ,EVENTOUT,                    ,
PortB,PB15,RTC_REFIN                   ,TIM1_CH3N           ,LPTIM2_IN2                    ,TIM8_CH3N                                 ,                             ,SPI2_MOSI                            ,MDF1_CKI2         ,                    ,                      ,          ,                          ,FMC_NBL1        ,SDMMC2_D1                 ,SAI2_SD_A               ,TIM15_CH2             ,EVENTOUT,                    ,PWR_WKUP7
PortC,PC0 ,                            ,LPTIM1_IN1          ,                              ,OCTOSPIM_P1_IO7                           ,I2C3_SCL                     ,SPI2_RDY                             ,MDF1_SDI4         ,USART6_CTS          ,LPUART1_RX            ,          ,                          ,                ,SDMMC1_D5                 ,SAI2_FS_A               ,LPTIM2_IN1            ,EVENTOUT,ADC124_IN1          ,
PortC,PC1 ,DEBUG_TRACED0               ,LPTIM1_CH1          ,                              ,SPI2_MOSI                                 ,I2C3_SDA                     ,                                     ,MDF1_CKI4         ,USART6_CK           ,LPUART1_TX            ,          ,OCTOSPIM_P1_IO4           ,                ,SDMMC2_CK                 ,SAI1_SD_A               ,                      ,EVENTOUT,ADC124_IN2          ,
PortC,PC2 ,                            ,LPTIM1_IN2          ,                              ,                                          ,                             ,SPI2_MISO                            ,MDF1_CCK1         ,USART6_RX           ,                      ,          ,OCTOSPIM_P1_IO5           ,                ,                          ,                        ,                      ,EVENTOUT,ADC124_IN3          ,
PortC,PC3 ,                            ,LPTIM1_ETR          ,LPTIM3_CH1                    ,SAI1_D1                                   ,                             ,SPI2_MOSI                            ,                  ,USART6_TX           ,                      ,          ,OCTOSPIM_P1_IO6           ,                ,                          ,SAI1_SD_A               ,LPTIM2_ETR            ,EVENTOUT,ADC124_IN4          ,
PortC,PC4 ,                            ,                    ,I2C6_SMBA                     ,                                          ,                             ,                                     ,                  ,USART3_TX           ,                      ,          ,OCTOSPIM_P1_IO7           ,                ,                          ,                        ,                      ,EVENTOUT,ADC12_IN13/ADC4_IN22,
PortC,PC5 ,                            ,TIM1_CH4N           ,                              ,SAI1_D3                                   ,PSSI_D15                     ,                                     ,                  ,USART3_RX           ,                      ,          ,                          ,                ,                          ,                        ,                      ,EVENTOUT,ADC12_IN14/ADC4_IN23,PWR_WKUP5/TAMP_IN4/TAMP_OUT5
PortC,PC6 ,PWR_CSLEEP                  ,                    ,TIM3_CH1                      ,TIM8_CH1                                  ,                             ,                                     ,MDF1_CKI3         ,                    ,SDMMC1_D0DIR          ,TSC_G4_IO1,DCMI_D0/PSSI_D0           ,SDMMC2_D6       ,SDMMC1_D6                 ,SAI2_MCLK_A             ,                      ,EVENTOUT,                    ,
PortC,PC7 ,PWR_CDSTOP                  ,                    ,TIM3_CH2                      ,TIM8_CH2                                  ,                             ,                                     ,MDF1_SDI3         ,                    ,SDMMC1_D123DIR        ,TSC_G4_IO2,DCMI_D1/PSSI_D1           ,SDMMC2_D7       ,SDMMC1_D7                 ,SAI2_MCLK_B             ,LPTIM2_CH2            ,EVENTOUT,                    ,
PortC,PC8 ,PWR_SRDSTOP                 ,                    ,TIM3_CH3                      ,TIM8_CH3                                  ,                             ,                                     ,                  ,USART6_RX           ,                      ,TSC_G4_IO3,DCMI_D2/PSSI_D2           ,                ,SDMMC1_D0                 ,                        ,LPTIM3_CH1            ,EVENTOUT,                    ,
PortC,PC9 ,DEBUG_TRACED0               ,TIM8_BKIN2          ,TIM3_CH4                      ,TIM8_CH4                                  ,DCMI_D3/PSSI_D3              ,                                     ,                  ,USART6_TX           ,                      ,TSC_G4_IO4,                          ,                ,SDMMC1_D1                 ,                        ,LPTIM3_CH2            ,EVENTOUT,                    ,
PortC,PC10,DEBUG_TRACED1               ,                    ,LPTIM3_ETR                    ,ADF1_CCK1                                 ,                             ,                                     ,SPI3_SCK          ,USART3_TX           ,UART4_TX              ,TSC_G3_IO2,DCMI_D8/PSSI_D8           ,                ,SDMMC1_D2                 ,SAI2_SCK_B              ,                      ,EVENTOUT,                    ,
PortC,PC11,                            ,                    ,LPTIM3_IN1                    ,ADF1_SDI0                                 ,DCMI_D2/PSSI_D2              ,OCTOSPIM_P1_NCS                      ,SPI3_MISO         ,USART3_RX           ,UART4_RX              ,TSC_G3_IO3,DCMI_D4/PSSI_D4           ,UCPD1_FRSTX     ,SDMMC1_D3                 ,SAI2_MCLK_B             ,                      ,EVENTOUT,                    ,
PortC,PC12,DEBUG_TRACED3               ,                    ,                              ,                                          ,                             ,                                     ,SPI3_MOSI         ,USART3_CK           ,UART5_TX              ,TSC_G3_IO4,DCMI_D9/PSSI_D9           ,                ,SDMMC1_CK                 ,SAI2_SD_B               ,                      ,EVENTOUT,                    ,
PortC,PC13,                            ,                    ,                              ,                                          ,                             ,                                     ,                  ,                    ,                      ,          ,                          ,                ,                          ,                        ,                      ,EVENTOUT,                    ,PWR_WKUP2/RTC_OUT1/RTC_TS/TAMP_IN1/TAMP_OUT2
PortC,PC14,                            ,                    ,                              ,                                          ,                             ,                                     ,                  ,                    ,                      ,          ,                          ,                ,                          ,                        ,                      ,EVENTOUT,                    ,OSC32_IN
PortC,PC15,                            ,                    ,                              ,                                          ,                             ,                                     ,                  ,                    ,                      ,          ,                          ,                ,                          ,                        ,                      ,EVENTOUT,                    ,OSC32_OUT
PortD,PD0 ,                            ,                    ,I2C6_SDA                      ,TIM8_CH4N                                 ,I2C5_SDA                     ,SPI2_NSS                             ,                  ,                    ,                      ,FDCAN1_RX ,                          ,                ,FMC_D2/FMC_DA2            ,                        ,                      ,EVENTOUT,                    ,
PortD,PD1 ,                            ,                    ,I2C6_SCL                      ,                                          ,I2C5_SCL                     ,SPI2_SCK                             ,                  ,                    ,                      ,FDCAN1_TX ,                          ,                ,FMC_D3/FMC_DA3            ,                        ,                      ,EVENTOUT,                    ,
PortD,PD2 ,DEBUG_TRACED2               ,                    ,TIM3_ETR                      ,                                          ,I2C5_SMBA                    ,                                     ,                  ,USART3_RTS/USART3_DE,UART5_RX              ,TSC_SYNC  ,DCMI_D11/PSSI_D11         ,                ,SDMMC1_CMD                ,LPTIM4_ETR              ,                      ,EVENTOUT,                    ,
PortD,PD3 ,                            ,                    ,I2C6_SMBA                     ,SPI2_SCK                                  ,DCMI_D5/PSSI_D5              ,SPI2_MISO                            ,MDF1_SDI0         ,USART2_CTS          ,                      ,          ,OCTOSPIM_P2_NCS           ,                ,FMC_CLK                   ,                        ,                      ,EVENTOUT,                    ,
PortD,PD4 ,                            ,                    ,                              ,                                          ,                             ,SPI2_MOSI                            ,MDF1_CKI0         ,USART2_RTS/USART2_DE,                      ,          ,OCTOSPIM_P1_IO4           ,                ,FMC_NOE                   ,                        ,                      ,EVENTOUT,                    ,
PortD,PD5 ,                            ,                    ,                              ,                                          ,                             ,SPI2_RDY                             ,                  ,USART2_TX           ,                      ,          ,OCTOSPIM_P1_IO5           ,                ,FMC_NWE                   ,                        ,                      ,EVENTOUT,                    ,
PortD,PD6 ,                            ,                    ,                              ,SAI1_D1                                   ,DCMI_D10/PSSI_D10            ,SPI3_MOSI                            ,MDF1_SDI1         ,USART2_RX           ,                      ,          ,OCTOSPIM_P1_IO6           ,SDMMC2_CK       ,FMC_NWAIT                 ,SAI1_SD_A               ,                      ,EVENTOUT,                    ,
PortD,PD7 ,                            ,                    ,                              ,                                          ,                             ,                                     ,MDF1_CKI1         ,USART2_CK           ,                      ,          ,OCTOSPIM_P1_IO7           ,SDMMC2_CMD      ,FMC_NCE/FMC_NE1           ,LPTIM4_OUT              ,                      ,EVENTOUT,                    ,
PortD,PD8 ,                            ,                    ,                              ,                                          ,                             ,                                     ,                  ,USART3_TX           ,                      ,          ,PSSI_DE/DCMI_HSYNC        ,                ,FMC_D13/FMC_DA13          ,                        ,                      ,EVENTOUT,                    ,
PortD,PD9 ,                            ,                    ,LPTIM2_IN2                    ,                                          ,                             ,                                     ,                  ,USART3_RX           ,                      ,          ,DCMI_PIXCLK/PSSI_PDCK     ,                ,FMC_D14/FMC_DA14          ,SAI2_MCLK_A             ,LPTIM3_IN1            ,EVENTOUT,                    ,
PortD,PD10,                            ,                    ,LPTIM2_CH2                    ,                                          ,I2C5_SMBA                    ,                                     ,                  ,USART3_CK           ,                      ,TSC_G6_IO1,                          ,                ,FMC_D15/FMC_DA15          ,SAI2_SCK_A              ,LPTIM3_ETR            ,EVENTOUT,                    ,
PortD,PD11,                            ,                    ,                              ,                                          ,I2C4_SMBA                    ,                                     ,                  ,USART3_CTS          ,                      ,TSC_G6_IO2,                          ,                ,FMC_A16/FMC_CLE           ,SAI2_SD_A               ,LPTIM2_ETR            ,EVENTOUT,ADC4_IN15           ,
PortD,PD12,                            ,                    ,TIM4_CH1                      ,                                          ,I2C4_SCL                     ,                                     ,                  ,USART3_RTS/USART3_DE,                      ,TSC_G6_IO3,                          ,                ,FMC_A17/FMC_ALE           ,SAI2_FS_A               ,LPTIM2_IN1            ,EVENTOUT,ADC4_IN16           ,
PortD,PD13,                            ,                    ,TIM4_CH2                      ,                                          ,I2C4_SDA                     ,                                     ,                  ,USART6_CTS          ,                      ,TSC_G6_IO4,                          ,                ,FMC_A18                   ,LPTIM4_IN1              ,LPTIM2_CH1            ,EVENTOUT,ADC4_IN17           ,
PortD,PD14,                            ,                    ,TIM4_CH3                      ,                                          ,                             ,                                     ,                  ,USART6_CK           ,                      ,          ,                          ,                ,FMC_D0/FMC_DA0            ,                        ,LPTIM3_CH1            ,EVENTOUT,                    ,
PortD,PD15,                            ,                    ,TIM4_CH4                      ,                                          ,                             ,                                     ,                  ,USART6_RTS/USART6_DE,                      ,          ,                          ,                ,FMC_D1/FMC_DA1            ,                        ,LPTIM3_CH2            ,EVENTOUT,                    ,
PortE,PE0 ,                            ,                    ,TIM4_ETR                      ,                                          ,                             ,                                     ,                  ,USART6_RX           ,                      ,          ,DCMI_D2/PSSI_D2           ,                ,FMC_NBL0                  ,                        ,TIM16_CH1             ,EVENTOUT,                    ,
PortE,PE1 ,                            ,                    ,                              ,                                          ,                             ,                                     ,                  ,USART6_TX           ,                      ,          ,DCMI_D3/PSSI_D3           ,                ,FMC_NBL1                  ,                        ,TIM17_CH1             ,EVENTOUT,                    ,
PortE,PE2 ,DEBUG_TRACECLK              ,                    ,TIM3_ETR                      ,SAI1_CK1                                  ,                             ,                                     ,                  ,USART6_CK           ,                      ,TSC_G7_IO1,                          ,                ,FMC_A23                   ,SAI1_MCLK_A             ,                      ,EVENTOUT,                    ,
PortE,PE3 ,DEBUG_TRACED0               ,                    ,TIM3_CH1                      ,OCTOSPIM_P1_DQS                           ,                             ,                                     ,                  ,USART6_CTS          ,                      ,TSC_G7_IO2,                          ,                ,FMC_A19                   ,SAI1_SD_B               ,                      ,EVENTOUT,                    ,TAMP_IN6/TAMP_OUT3
PortE,PE4 ,DEBUG_TRACED1               ,                    ,TIM3_CH2                      ,SAI1_D2                                   ,                             ,                                     ,MDF1_SDI3         ,USART6_RTS/USART6_DE,                      ,TSC_G7_IO3,DCMI_D4/PSSI_D4           ,                ,FMC_A20                   ,SAI1_FS_A               ,                      ,EVENTOUT,                    ,PWR_WKUP1/TAMP_IN7/TAMP_OUT8
PortE,PE5 ,DEBUG_TRACED2               ,                    ,TIM3_CH3                      ,SAI1_CK2                                  ,                             ,                                     ,MDF1_CKI3         ,                    ,                      ,TSC_G7_IO4,DCMI_D6/PSSI_D6           ,                ,FMC_A21                   ,SAI1_SCK_A              ,                      ,EVENTOUT,                    ,PWR_WKUP2/TAMP_IN8/TAMP_OUT7
PortE,PE6 ,DEBUG_TRACED3               ,                    ,TIM3_CH4                      ,SAI1_D1                                   ,                             ,                                     ,                  ,                    ,                      ,          ,DCMI_D7/PSSI_D7           ,                ,FMC_A22                   ,SAI1_SD_A               ,                      ,EVENTOUT,                    ,PWR_WKUP3/TAMP_IN3/TAMP_OUT6
