P5,P5
LED1_GREEN,P6
P7,P7
LED2_RED,P8
P11,P11
LED2_BLUE,P12
PUART1_RX,P13
P14,P14
UART1_TX,P15
P16,P16
P17,P17
SWITCH2_RESET,P18
P20,P20
P40,P40
LED2_GREEN,P41
