A0,14
A1,15
A2,16
D0,26
D1,25
D2,24
D3,3
D4,4
D5,23
D6,22
D7,21
D8,46
D9,47
D10,39
D11,37
D12,36
D13,38
D14,42
D15,43
D16,20
D17,19
D18,6
