RX,PB09
TX,PB08
SCL,PA09
SDA,PA08
SCL1,PA17
SDA1,PA16
MOSI,PA06
MISO,PA05
SCK,PA07

D0,PA02
D1,PA04
D2,PA10
D3,PA11
D4,PA08
D5,PA09
D6,PB08
D7,PB09
D8,PA07
D9,PA05
D10,PA06

D11,PA27
D12,PA18
D13,PA17

A0,PA02
A1,PA04
A2,PA10
A3,PA11
A4,PA08
A5,PA09
A6,PB08
A7,PB09
A8,PA07
A9,PA05
A10,PA06

A0_D0,PA02
A1_D1,PA04
A2_D2,PA10
A3_D3,PA11
A4_D4,PA08
A5_D5,PA09
A6_D6,PB08
A7_D7,PB09
A8_D8,PA07
A9_D9,PA05
A10_D10,PA06

LED,PA17
USER_LED,PA17
RGB_LED,PA27
RX_LED,PA18
BUTTON,PB22
